order_id,order_date,customer_id,region,channel,manager,category,product,quantity,discount,revenue,cost,rating,feedback_reason,response_time_hours,is_return
13134,2026-04-23,C00619,Москва,телефон,Петров М.С.,Фильтры,Фильтр F-30,3,0.1,73117,49717,5,нет проблемы,10,0
13135,2026-04-23,C00419,Москва,почта,Сидорова Н.К.,Датчики,Датчик D-17,1,0.07,17300,10809,3,нет проблемы,16,0
13136,2026-04-23,C00120,Казань,сайт,Петров М.С.,Фильтры,Фильтр F-30,2,0.05,50886,35437,4,нет проблемы,5,0
13137,2026-04-23,C00158,Санкт-Петербург,телефон,Алексеева Ю.С.,Компрессоры,Компрессор А-120,1,0.03,130766,92295,3,срок поставки,23,0
13138,2026-04-23,C01795,Казань,почта,Зайцева В.Л.,Компрессоры,Компрессор А-120,2,0.07,279118,200374,3,цена,31,1
13139,2026-04-23,C00790,Екатеринбург,сайт,Волкова Н.П.,Датчики,Датчик D-17,1,0.1,16399,10745,5,нет проблемы,2,0
13140,2026-04-23,C00081,Екатеринбург,сайт,Волкова Н.П.,Контроллеры,Контроллер C-9,1,0.07,59647,38436,4,совместимость,23,0
13141,2026-04-23,C00397,Санкт-Петербург,сайт,Громов А.Н.,Фильтры,Фильтр F-30,2,0.07,50831,35892,5,нет проблемы,6,0
13142,2026-04-23,C01200,Казань,повторная продажа,Егорова Т.С.,Контроллеры,Контроллер C-9,1,0,66607,45566,4,нет проблемы,11,0
13143,2026-04-23,C02034,Новосибирск,повторная продажа,Зайцева В.Л.,Насосы,Насос Н-45,3,0.1,186046,136997,3,срок поставки,33,1
13144,2026-04-23,C00994,Новосибирск,сайт,Иванова А.А.,Компрессоры,Компрессор А-120,2,0.07,264218,194157,3,срок поставки,22,0
13145,2026-04-23,C00196,Санкт-Петербург,сайт,Морозов Д.А.,Насосы,Насос Н-45,1,0,68080,51589,5,нет проблемы,11,0
13146,2026-04-23,C02081,Новосибирск,телефон,Алексеева Ю.С.,Клапаны,Клапан V-12,1,0.1,34448,25234,4,нет проблемы,14,0
13147,2026-04-23,C00917,Санкт-Петербург,сайт,Сидорова Н.К.,Компрессоры,Компрессор А-120,1,0.03,140886,101447,4,нет проблемы,11,0
13148,2026-04-24,C01793,Казань,сайт,Егорова Т.С.,Датчики,Датчик D-17,1,0.05,18695,11606,5,нет проблемы,11,0
13149,2026-04-24,C01095,Новосибирск,телефон,Петров М.С.,Редукторы,Редуктор R-8,1,0.05,81222,65316,4,нет проблемы,2,0
13150,2026-04-24,C01126,Москва,почта,Новиков П.К.,Редукторы,Редуктор R-8,1,0.03,81520,64454,4,нет проблемы,14,0
13151,2026-04-24,C01568,Санкт-Петербург,сайт,Егорова Т.С.,Клапаны,Клапан V-12,2,0.03,70373,50920,5,нет проблемы,7,0
13152,2026-04-24,C00835,Москва,повторная продажа,Кузнецов И.В.,Редукторы,Редуктор R-8,1,0.07,89198,68250,5,нет проблемы,13,0
13153,2026-04-24,C00841,Санкт-Петербург,повторная продажа,Кузнецов И.В.,Компрессоры,Компрессор А-120,1,0,143583,100857,5,нет проблемы,7,0
13154,2026-04-24,C01219,Москва,телефон,Ким В.В.,Контроллеры,Контроллер C-9,1,0,64691,43969,5,нет проблемы,12,0
13155,2026-04-24,C01724,Екатеринбург,почта,Егорова Т.С.,Клапаны,Клапан V-12,1,0.05,38416,28175,4,нет проблемы,14,0
13156,2026-04-24,C00935,Екатеринбург,почта,Ким В.В.,Электродвигатели,Электродвигатель E-55,2,0,251713,184775,4,комплектация,39,0
13157,2026-04-24,C00981,Москва,телефон,Петров М.С.,Клапаны,Клапан V-12,1,0.03,38690,26909,4,нет проблемы,5,0
13158,2026-04-24,C01005,Екатеринбург,почта,Алексеева Ю.С.,Фильтры,Фильтр F-30,1,0.1,24247,16923,5,нет проблемы,18,0
13159,2026-04-24,C01901,Новосибирск,повторная продажа,Морозов Д.А.,Контроллеры,Контроллер C-9,1,0.05,60481,40860,4,нет проблемы,14,0
13160,2026-04-24,C00604,Санкт-Петербург,почта,Ким В.В.,Редукторы,Редуктор R-8,1,0.07,84676,65441,4,нет проблемы,22,0
13161,2026-04-24,C01623,Казань,повторная продажа,Сидорова Н.К.,Компрессоры,Компрессор А-120,1,0.1,136704,98979,5,срок поставки,25,1
13162,2026-04-24,C01736,Казань,почта,Егорова Т.С.,Компрессоры,Компрессор А-120,3,0.07,426524,305044,5,нет проблемы,14,0
13163,2026-04-24,C00193,Москва,почта,Орлова Е.И.,Клапаны,Клапан V-12,2,0.07,74677,53036,5,нет проблемы,24,0
13164,2026-04-24,C00550,Москва,сайт,Сидорова Н.К.,Электродвигатели,Электродвигатель E-55,2,0.07,213247,162375,5,нет проблемы,4,0
13165,2026-04-24,C01417,Казань,сайт,Зайцева В.Л.,Фильтры,Фильтр F-30,2,0.1,46372,31340,3,комплектация,17,0
13166,2026-04-24,C00789,Казань,сайт,Орлова Е.И.,Электродвигатели,Электродвигатель E-55,1,0.1,98460,74435,5,нет проблемы,7,0
13167,2026-04-24,C02066,Казань,телефон,Новиков П.К.,Датчики,Датчик D-17,3,0.07,55050,35601,5,нет проблемы,12,0
13168,2026-04-24,C00912,Екатеринбург,телефон,Федорова М.А.,Компрессоры,Компрессор А-120,1,0,140828,102381,4,нет проблемы,10,0
13169,2026-04-24,C01798,Казань,почта,Петров М.С.,Компрессоры,Компрессор А-120,3,0.03,418245,294297,5,нет проблемы,10,0
13170,2026-04-24,C01801,Новосибирск,телефон,Ким В.В.,Компрессоры,Компрессор А-120,1,0,140066,103616,1,неполное описание,16,0
13171,2026-04-24,C00456,Москва,сайт,Смирнов Р.О.,Электродвигатели,Электродвигатель E-55,4,0.07,450805,331064,1,срок поставки,14,0
13172,2026-04-24,C00058,Москва,сайт,Зайцева В.Л.,Клапаны,Клапан V-12,2,0.05,73924,52917,5,нет проблемы,13,0
13173,2026-04-24,C01990,Екатеринбург,почта,Егорова Т.С.,Клапаны,Клапан V-12,1,0,39604,27786,4,нет проблемы,17,0
13174,2026-04-24,C01862,Санкт-Петербург,повторная продажа,Сидорова Н.К.,Фильтры,Фильтр F-30,1,0.05,25348,17237,4,нет проблемы,8,0
13175,2026-04-24,C01288,Москва,почта,Алексеева Ю.С.,Фильтры,Фильтр F-30,1,0.03,27167,18636,5,нет проблемы,16,0
13176,2026-04-24,C00832,Москва,сайт,Громов А.Н.,Насосы,Насос Н-45,2,0.03,140956,108331,5,нет проблемы,9,0
13177,2026-04-24,C01689,Казань,телефон,Зайцева В.Л.,Редукторы,Редуктор R-8,1,0.05,88481,67921,5,нет проблемы,7,0
13178,2026-04-24,C00325,Москва,сайт,Новиков П.К.,Датчики,Датчик D-17,1,0.07,16568,10648,4,нет проблемы,14,0
13179,2026-04-24,C01753,Москва,телефон,Волкова Н.П.,Насосы,Насос Н-45,1,0.03,71257,52388,5,нет проблемы,10,0
13180,2026-04-27,C01324,Екатеринбург,почта,Орлова Е.И.,Насосы,Насос Н-45,2,0.07,124823,95519,3,совместимость,31,0
13181,2026-04-27,C02011,Екатеринбург,сайт,Новиков П.К.,Насосы,Насос Н-45,1,0,71707,54565,4,нет проблемы,13,0
13182,2026-04-27,C02075,Екатеринбург,телефон,Зайцева В.Л.,Насосы,Насос Н-45,2,0,153477,115221,5,нет проблемы,14,0
13183,2026-04-27,C00435,Екатеринбург,телефон,Иванова А.А.,Контроллеры,Контроллер C-9,1,0.03,58681,38470,5,нет проблемы,2,0
13184,2026-04-27,C00092,Казань,сайт,Волкова Н.П.,Электродвигатели,Электродвигатель E-55,2,0,249764,188743,3,комплектация,29,1
13185,2026-04-27,C00575,Санкт-Петербург,сайт,Зайцева В.Л.,Насосы,Насос Н-45,1,0.05,65611,50953,5,нет проблемы,5,0
13186,2026-04-27,C01685,Санкт-Петербург,телефон,Иванова А.А.,Датчики,Датчик D-17,3,0.03,51978,34276,5,нет проблемы,11,0
13187,2026-04-27,C00286,Казань,почта,Федорова М.А.,Компрессоры,Компрессор А-120,1,0.1,131282,94513,1,комплектация,16,0
13188,2026-04-27,C00947,Новосибирск,сайт,Иванова А.А.,Датчики,Датчик D-17,4,0.03,74797,46186,4,нет проблемы,15,0
13189,2026-04-27,C00596,Новосибирск,сайт,Кузнецов И.В.,Клапаны,Клапан V-12,1,0.07,35102,24534,5,нет проблемы,12,0
13190,2026-04-27,C01862,Санкт-Петербург,почта,Сидорова Н.К.,Электродвигатели,Электродвигатель E-55,1,0.07,113132,85026,5,нет проблемы,25,0
13191,2026-04-27,C01212,Санкт-Петербург,телефон,Петров М.С.,Насосы,Насос Н-45,1,0.1,64601,50024,5,нет проблемы,7,0
13192,2026-04-27,C02081,Санкт-Петербург,сайт,Сидорова Н.К.,Редукторы,Редуктор R-8,3,0,252111,197862,4,нет проблемы,21,0
13193,2026-04-27,C00207,Санкт-Петербург,сайт,Зайцева В.Л.,Редукторы,Редуктор R-8,1,0,85593,65164,4,нет проблемы,14,0
13194,2026-04-27,C01070,Санкт-Петербург,сайт,Ким В.В.,Контроллеры,Контроллер C-9,1,0.05,62193,40952,5,нет проблемы,13,0
13195,2026-04-27,C00083,Новосибирск,повторная продажа,Волкова Н.П.,Насосы,Насос Н-45,1,0,73735,57859,3,качество консультации,28,0
13196,2026-04-27,C01104,Новосибирск,сайт,Громов А.Н.,Контроллеры,Контроллер C-9,1,0.05,61873,40194,4,нет проблемы,12,0
13197,2026-04-27,C01264,Санкт-Петербург,сайт,Федорова М.А.,Насосы,Насос Н-45,4,0,272150,202255,5,нет проблемы,7,0
13198,2026-04-27,C01867,Санкт-Петербург,повторная продажа,Иванова А.А.,Компрессоры,Компрессор А-120,1,0.05,143660,106844,5,нет проблемы,14,0
13199,2026-04-27,C00760,Москва,почта,Смирнов Р.О.,Редукторы,Редуктор R-8,1,0.05,92632,73279,5,нет проблемы,15,0
13200,2026-04-27,C00165,Екатеринбург,повторная продажа,Смирнов Р.О.,Датчики,Датчик D-17,3,0.03,50647,31995,2,неполное описание,21,0
13201,2026-04-27,C00782,Екатеринбург,повторная продажа,Кузнецов И.В.,Редукторы,Редуктор R-8,2,0.07,172083,134371,4,нет проблемы,15,0
13202,2026-04-27,C00630,Екатеринбург,почта,Егорова Т.С.,Редукторы,Редуктор R-8,1,0,95524,73556,3,срок поставки,26,0
13203,2026-04-27,C02024,Екатеринбург,повторная продажа,Петров М.С.,Компрессоры,Компрессор А-120,1,0.07,141393,100755,3,документы,26,0
13204,2026-04-27,C00874,Москва,сайт,Федорова М.А.,Датчики,Датчик D-17,4,0,79636,50751,5,нет проблемы,17,0
13205,2026-04-27,C00462,Новосибирск,почта,Алексеева Ю.С.,Насосы,Насос Н-45,3,0.1,204721,158141,4,нет проблемы,19,0
13206,2026-04-27,C01901,Москва,сайт,Иванова А.А.,Компрессоры,Компрессор А-120,1,0.07,130700,94828,5,нет проблемы,5,0
13207,2026-04-27,C01356,Казань,почта,Зайцева В.Л.,Электродвигатели,Электродвигатель E-55,3,0.03,344079,257230,5,нет проблемы,11,0
13208,2026-04-27,C01176,Новосибирск,почта,Федорова М.А.,Насосы,Насос Н-45,4,0.03,264636,201868,5,нет проблемы,17,0
13209,2026-04-27,C00549,Москва,почта,Громов А.Н.,Контроллеры,Контроллер C-9,1,0.1,59225,39016,4,совместимость,25,0
13210,2026-04-27,C01575,Санкт-Петербург,почта,Сидорова Н.К.,Фильтры,Фильтр F-30,1,0,25211,17585,4,качество консультации,24,0
13211,2026-04-27,C00937,Казань,телефон,Федорова М.А.,Фильтры,Фильтр F-30,1,0.1,25076,17573,4,цена,23,0
13212,2026-04-27,C01780,Москва,почта,Смирнов Р.О.,Фильтры,Фильтр F-30,1,0.05,25387,18019,5,комплектация,18,0
13213,2026-04-27,C01649,Санкт-Петербург,сайт,Новиков П.К.,Компрессоры,Компрессор А-120,1,0.05,144993,103476,5,нет проблемы,7,0
13214,2026-04-27,C01551,Москва,почта,Новиков П.К.,Редукторы,Редуктор R-8,1,0.05,80289,61703,5,срок поставки,39,0
13215,2026-04-27,C01383,Екатеринбург,почта,Иванова А.А.,Насосы,Насос Н-45,3,0.07,196468,148902,3,качество консультации,19,0
13216,2026-04-27,C00762,Москва,сайт,Петров М.С.,Датчики,Датчик D-17,2,0.03,34404,21252,5,нет проблемы,7,0
13217,2026-04-27,C00052,Москва,почта,Морозов Д.А.,Насосы,Насос Н-45,1,0,75890,59386,5,нет проблемы,10,0
13218,2026-04-27,C01548,Москва,повторная продажа,Петров М.С.,Насосы,Насос Н-45,1,0,77194,59475,2,совместимость,16,0
13219,2026-04-27,C00490,Москва,сайт,Смирнов Р.О.,Датчики,Датчик D-17,3,0.07,50773,32234,3,срок поставки,12,0
13220,2026-04-27,C01587,Новосибирск,почта,Федорова М.А.,Фильтры,Фильтр F-30,1,0.1,23140,15622,5,нет проблемы,13,0
13221,2026-04-27,C01274,Казань,почта,Новиков П.К.,Компрессоры,Компрессор А-120,3,0.03,398292,293995,5,нет проблемы,21,0
13222,2026-04-27,C01831,Казань,повторная продажа,Орлова Е.И.,Редукторы,Редуктор R-8,3,0.03,254470,194883,2,документы,25,0
13223,2026-04-27,C01454,Екатеринбург,сайт,Иванова А.А.,Клапаны,Клапан V-12,1,0,38424,27166,5,нет проблемы,17,0
13224,2026-04-27,C01565,Новосибирск,повторная продажа,Смирнов Р.О.,Компрессоры,Компрессор А-120,2,0.03,276108,203738,5,нет проблемы,13,0
13225,2026-04-28,C00488,Москва,повторная продажа,Федорова М.А.,Электродвигатели,Электродвигатель E-55,1,0.1,100805,73556,4,нет проблемы,15,0
13226,2026-04-28,C01673,Екатеринбург,сайт,Федорова М.А.,Насосы,Насос Н-45,1,0.05,70261,52230,5,нет проблемы,11,0
13227,2026-04-28,C00096,Москва,повторная продажа,Иванова А.А.,Насосы,Насос Н-45,1,0.1,60266,44615,4,нет проблемы,6,0
13228,2026-04-28,C00403,Москва,почта,Кузнецов И.В.,Насосы,Насос Н-45,1,0.05,66007,49378,4,нет проблемы,14,0
13229,2026-04-28,C00658,Новосибирск,телефон,Волкова Н.П.,Электродвигатели,Электродвигатель E-55,1,0.1,112769,86266,5,нет проблемы,9,0
13230,2026-04-28,C01263,Москва,почта,Громов А.Н.,Электродвигатели,Электродвигатель E-55,2,0.07,235535,168996,5,нет проблемы,17,0
13231,2026-04-28,C00009,Санкт-Петербург,повторная продажа,Волкова Н.П.,Компрессоры,Компрессор А-120,2,0,271571,199051,5,нет проблемы,7,0
13232,2026-04-28,C01321,Казань,почта,Новиков П.К.,Контроллеры,Контроллер C-9,1,0.1,59849,39035,4,неполное описание,39,0
13233,2026-04-28,C01424,Москва,сайт,Кузнецов И.В.,Редукторы,Редуктор R-8,1,0.03,82387,62467,5,нет проблемы,8,0
13234,2026-04-28,C01419,Екатеринбург,почта,Громов А.Н.,Редукторы,Редуктор R-8,2,0.1,158656,127162,4,нет проблемы,16,0
13235,2026-04-28,C01075,Новосибирск,сайт,Зайцева В.Л.,Редукторы,Редуктор R-8,1,0.1,75844,57300,5,нет проблемы,7,0
13236,2026-04-28,C00678,Москва,сайт,Волкова Н.П.,Фильтры,Фильтр F-30,3,0.07,74830,51533,4,нет проблемы,6,0
13237,2026-04-28,C01284,Казань,сайт,Федорова М.А.,Редукторы,Редуктор R-8,1,0.05,83184,65690,4,доставка,15,1
13238,2026-04-28,C01018,Казань,почта,Сидорова Н.К.,Контроллеры,Контроллер C-9,2,0.05,128800,82449,5,нет проблемы,15,0
13239,2026-04-28,C00613,Санкт-Петербург,сайт,Федорова М.А.,Контроллеры,Контроллер C-9,1,0.03,63170,40877,5,нет проблемы,5,0
13240,2026-04-28,C01772,Москва,сайт,Морозов Д.А.,Клапаны,Клапан V-12,1,0.03,34477,23969,5,нет проблемы,2,0
13241,2026-04-28,C01336,Москва,сайт,Новиков П.К.,Клапаны,Клапан V-12,1,0.03,36115,24761,5,нет проблемы,7,0
13242,2026-04-28,C00767,Москва,повторная продажа,Морозов Д.А.,Редукторы,Редуктор R-8,1,0.1,87040,65896,4,нет проблемы,8,0
13243,2026-04-28,C01897,Екатеринбург,почта,Новиков П.К.,Электродвигатели,Электродвигатель E-55,2,0.07,202739,149294,4,нет проблемы,19,0
13244,2026-04-28,C01529,Москва,сайт,Громов А.Н.,Насосы,Насос Н-45,1,0.03,73487,54512,3,качество консультации,24,0
13245,2026-04-28,C01818,Москва,сайт,Смирнов Р.О.,Компрессоры,Компрессор А-120,1,0.07,140184,104354,5,цена,26,0
13246,2026-04-28,C01936,Новосибирск,телефон,Иванова А.А.,Клапаны,Клапан V-12,1,0.07,33708,23911,4,нет проблемы,11,0
13247,2026-04-28,C00721,Екатеринбург,повторная продажа,Новиков П.К.,Редукторы,Редуктор R-8,3,0.03,265059,207271,5,нет проблемы,8,0
13248,2026-04-28,C01994,Москва,телефон,Алексеева Ю.С.,Компрессоры,Компрессор А-120,2,0.1,256420,188823,5,нет проблемы,2,0
13249,2026-04-28,C01051,Москва,сайт,Федорова М.А.,Электродвигатели,Электродвигатель E-55,1,0.05,119754,86550,4,срок поставки,19,0
13250,2026-04-28,C01541,Казань,повторная продажа,Иванова А.А.,Насосы,Насос Н-45,2,0.07,125821,95735,4,нет проблемы,7,0
13251,2026-04-28,C00597,Казань,почта,Кузнецов И.В.,Клапаны,Клапан V-12,2,0.1,69481,48775,4,доставка,20,1
13252,2026-04-28,C01727,Москва,телефон,Федорова М.А.,Редукторы,Редуктор R-8,2,0.07,169445,133870,5,нет проблемы,10,0
13253,2026-04-28,C00007,Санкт-Петербург,сайт,Федорова М.А.,Насосы,Насос Н-45,1,0.07,71383,53594,3,качество консультации,17,0
13254,2026-04-28,C00106,Санкт-Петербург,почта,Ким В.В.,Клапаны,Клапан V-12,2,0.07,73648,52383,2,совместимость,25,0
13255,2026-04-28,C00551,Москва,почта,Алексеева Ю.С.,Электродвигатели,Электродвигатель E-55,2,0.1,217917,158929,4,нет проблемы,28,0
13256,2026-04-28,C00311,Санкт-Петербург,сайт,Федорова М.А.,Компрессоры,Компрессор А-120,2,0.07,290998,214664,5,качество консультации,12,0
13257,2026-04-28,C01350,Москва,сайт,Алексеева Ю.С.,Клапаны,Клапан V-12,1,0.05,37246,25600,3,нет проблемы,12,0
13258,2026-04-28,C00936,Москва,телефон,Петров М.С.,Датчики,Датчик D-17,1,0,18666,12376,3,цена,14,0
13259,2026-04-28,C00070,Санкт-Петербург,повторная продажа,Орлова Е.И.,Компрессоры,Компрессор А-120,2,0.05,270547,190968,4,срок поставки,19,0
13260,2026-04-28,C01072,Москва,сайт,Петров М.С.,Компрессоры,Компрессор А-120,3,0.1,394283,275838,3,цена,18,1
13261,2026-04-28,C00741,Санкт-Петербург,сайт,Алексеева Ю.С.,Датчики,Датчик D-17,3,0,55972,36007,3,совместимость,15,0
13262,2026-04-28,C01277,Новосибирск,сайт,Иванова А.А.,Насосы,Насос Н-45,1,0.03,70322,51749,3,срок поставки,15,0
13263,2026-04-28,C02011,Москва,повторная продажа,Сидорова Н.К.,Компрессоры,Компрессор А-120,2,0,306950,216955,5,нет проблемы,8,0
13264,2026-04-28,C01438,Санкт-Петербург,телефон,Ким В.В.,Компрессоры,Компрессор А-120,2,0.1,280039,194727,5,нет проблемы,6,0
13265,2026-04-28,C00146,Москва,сайт,Зайцева В.Л.,Насосы,Насос Н-45,4,0.03,275838,207229,4,комплектация,13,0
13266,2026-04-28,C00001,Екатеринбург,телефон,Смирнов Р.О.,Контроллеры,Контроллер C-9,3,0,182997,122219,4,неполное описание,24,0
13267,2026-04-28,C01483,Москва,телефон,Смирнов Р.О.,Насосы,Насос Н-45,2,0.07,132095,98667,5,нет проблемы,13,0
13268,2026-04-28,C01545,Москва,сайт,Смирнов Р.О.,Насосы,Насос Н-45,1,0.1,59817,44000,4,нет проблемы,13,0
13269,2026-04-29,C01048,Санкт-Петербург,телефон,Алексеева Ю.С.,Компрессоры,Компрессор А-120,1,0,139617,99565,5,нет проблемы,7,0
13270,2026-04-29,C00088,Новосибирск,повторная продажа,Сидорова Н.К.,Фильтры,Фильтр F-30,1,0.05,24259,17033,5,нет проблемы,11,0
13271,2026-04-29,C00133,Санкт-Петербург,сайт,Смирнов Р.О.,Насосы,Насос Н-45,1,0.1,65031,50826,3,документы,26,0
13272,2026-04-29,C01644,Новосибирск,сайт,Петров М.С.,Клапаны,Клапан V-12,2,0.03,72421,52880,5,нет проблемы,10,0
13273,2026-04-29,C00675,Казань,телефон,Иванова А.А.,Контроллеры,Контроллер C-9,2,0.1,117546,76309,2,качество консультации,29,0
13274,2026-04-29,C00363,Екатеринбург,сайт,Орлова Е.И.,Компрессоры,Компрессор А-120,3,0.07,377385,262846,3,доставка,27,0
13275,2026-04-29,C00264,Новосибирск,сайт,Громов А.Н.,Насосы,Насос Н-45,3,0.07,188505,147098,5,нет проблемы,8,0
13276,2026-04-29,C01250,Санкт-Петербург,почта,Смирнов Р.О.,Насосы,Насос Н-45,4,0,267252,204823,5,нет проблемы,18,0
13277,2026-04-29,C00654,Новосибирск,сайт,Орлова Е.И.,Насосы,Насос Н-45,1,0.07,68973,52741,5,качество консультации,14,0
13278,2026-04-29,C00711,Москва,телефон,Морозов Д.А.,Насосы,Насос Н-45,2,0.05,135529,100636,3,качество консультации,30,1
13279,2026-04-29,C00116,Новосибирск,сайт,Зайцева В.Л.,Компрессоры,Компрессор А-120,2,0,275532,201730,5,нет проблемы,12,0
13280,2026-04-29,C01099,Москва,сайт,Егорова Т.С.,Редукторы,Редуктор R-8,1,0,85120,65318,4,нет проблемы,7,0
13281,2026-04-29,C00671,Москва,сайт,Алексеева Ю.С.,Компрессоры,Компрессор А-120,1,0.1,135571,98413,5,нет проблемы,11,0
13282,2026-04-29,C01675,Новосибирск,телефон,Громов А.Н.,Редукторы,Редуктор R-8,1,0,85709,64971,4,нет проблемы,12,0
13283,2026-04-29,C00636,Москва,почта,Морозов Д.А.,Клапаны,Клапан V-12,1,0.05,35420,24848,2,доставка,32,0
13284,2026-04-29,C00439,Казань,сайт,Орлова Е.И.,Редукторы,Редуктор R-8,3,0.1,243024,183583,4,нет проблемы,5,0
13285,2026-04-29,C01677,Москва,телефон,Морозов Д.А.,Насосы,Насос Н-45,2,0.03,128756,95830,5,нет проблемы,6,0
13286,2026-04-29,C00175,Екатеринбург,сайт,Громов А.Н.,Контроллеры,Контроллер C-9,1,0.1,60287,39877,5,нет проблемы,17,0
13287,2026-04-29,C01186,Новосибирск,сайт,Иванова А.А.,Контроллеры,Контроллер C-9,1,0,66395,43957,5,нет проблемы,18,0
13288,2026-04-29,C01877,Санкт-Петербург,почта,Иванова А.А.,Компрессоры,Компрессор А-120,2,0.1,246063,179486,3,совместимость,32,0
13289,2026-04-29,C01863,Москва,повторная продажа,Алексеева Ю.С.,Фильтры,Фильтр F-30,3,0.05,72302,50635,5,срок поставки,17,0
13290,2026-04-29,C01892,Казань,сайт,Кузнецов И.В.,Датчики,Датчик D-17,1,0.05,18264,11572,4,нет проблемы,6,0
13291,2026-04-29,C00166,Екатеринбург,почта,Морозов Д.А.,Компрессоры,Компрессор А-120,1,0.07,128775,95701,4,нет проблемы,15,0
13292,2026-04-29,C02077,Екатеринбург,телефон,Смирнов Р.О.,Датчики,Датчик D-17,4,0.05,65383,40974,2,совместимость,23,0
13293,2026-04-29,C00031,Москва,телефон,Сидорова Н.К.,Датчики,Датчик D-17,2,0.07,31841,20146,5,нет проблемы,10,0
13294,2026-04-29,C00309,Москва,сайт,Егорова Т.С.,Фильтры,Фильтр F-30,2,0.07,46428,32410,4,нет проблемы,9,0
13295,2026-04-29,C00446,Москва,сайт,Новиков П.К.,Клапаны,Клапан V-12,1,0.07,36559,26514,5,нет проблемы,11,0
13296,2026-04-29,C01279,Новосибирск,почта,Петров М.С.,Клапаны,Клапан V-12,1,0.07,33671,23841,5,нет проблемы,16,0
13297,2026-04-29,C01624,Новосибирск,повторная продажа,Егорова Т.С.,Насосы,Насос Н-45,2,0.07,141865,107477,5,нет проблемы,15,0
13298,2026-04-29,C00186,Санкт-Петербург,почта,Петров М.С.,Редукторы,Редуктор R-8,1,0,83920,67002,4,нет проблемы,15,0
13299,2026-04-29,C02082,Санкт-Петербург,телефон,Федорова М.А.,Насосы,Насос Н-45,2,0,141802,110619,4,цена,22,0
13300,2026-04-29,C00841,Казань,телефон,Орлова Е.И.,Фильтры,Фильтр F-30,1,0.07,25365,17101,5,нет проблемы,11,0
13301,2026-04-29,C00548,Новосибирск,сайт,Алексеева Ю.С.,Фильтры,Фильтр F-30,1,0.03,26285,18049,3,доставка,16,0
13302,2026-04-29,C00332,Казань,телефон,Волкова Н.П.,Компрессоры,Компрессор А-120,4,0.05,536838,390547,2,совместимость,19,0
13303,2026-04-29,C00539,Казань,почта,Зайцева В.Л.,Насосы,Насос Н-45,2,0.03,141040,110532,5,нет проблемы,25,0
13304,2026-04-29,C02064,Екатеринбург,телефон,Егорова Т.С.,Фильтры,Фильтр F-30,2,0,52484,35856,4,нет проблемы,7,0
13305,2026-04-29,C01940,Москва,повторная продажа,Алексеева Ю.С.,Насосы,Насос Н-45,1,0,70941,54453,4,нет проблемы,18,0
13306,2026-04-30,C00016,Санкт-Петербург,сайт,Морозов Д.А.,Редукторы,Редуктор R-8,1,0,90593,70271,5,нет проблемы,14,0
13307,2026-04-30,C01348,Москва,сайт,Зайцева В.Л.,Фильтры,Фильтр F-30,1,0,24642,17016,4,нет проблемы,8,0
13308,2026-04-30,C00395,Екатеринбург,сайт,Орлова Е.И.,Фильтры,Фильтр F-30,1,0.1,24870,17739,5,нет проблемы,4,0
13309,2026-04-30,C00351,Казань,почта,Морозов Д.А.,Датчики,Датчик D-17,1,0.07,17452,11369,4,неполное описание,37,1
13310,2026-04-30,C01145,Екатеринбург,повторная продажа,Волкова Н.П.,Датчики,Датчик D-17,2,0.03,34346,21212,4,нет проблемы,10,0
13311,2026-04-30,C00826,Москва,повторная продажа,Алексеева Ю.С.,Редукторы,Редуктор R-8,4,0.03,356546,286936,5,срок поставки,17,1
13312,2026-04-30,C00288,Санкт-Петербург,сайт,Смирнов Р.О.,Датчики,Датчик D-17,1,0.07,16340,10715,5,нет проблемы,9,0
13313,2026-04-30,C01360,Москва,повторная продажа,Федорова М.А.,Клапаны,Клапан V-12,1,0.07,32656,23048,4,нет проблемы,6,0
13314,2026-04-30,C01701,Казань,сайт,Волкова Н.П.,Компрессоры,Компрессор А-120,3,0,429894,315383,3,комплектация,18,0
13315,2026-04-30,C01974,Москва,сайт,Смирнов Р.О.,Клапаны,Клапан V-12,2,0.05,71235,49100,5,нет проблемы,12,0
13316,2026-04-30,C01279,Казань,почта,Егорова Т.С.,Редукторы,Редуктор R-8,2,0.1,157944,121926,5,срок поставки,29,0
13317,2026-04-30,C01598,Москва,повторная продажа,Смирнов Р.О.,Контроллеры,Контроллер C-9,2,0.07,110231,70716,5,нет проблемы,10,0
13318,2026-04-30,C01631,Новосибирск,сайт,Алексеева Ю.С.,Фильтры,Фильтр F-30,3,0.03,77086,54305,4,нет проблемы,9,0
13319,2026-04-30,C02011,Москва,сайт,Орлова Е.И.,Компрессоры,Компрессор А-120,2,0.03,293184,212398,2,доставка,12,0
13320,2026-04-30,C01895,Казань,сайт,Зайцева В.Л.,Компрессоры,Компрессор А-120,3,0,435870,311109,2,срок поставки,14,0
13321,2026-04-30,C01192,Екатеринбург,повторная продажа,Сидорова Н.К.,Клапаны,Клапан V-12,2,0.03,75190,52281,3,комплектация,30,0
13322,2026-04-30,C00292,Новосибирск,сайт,Иванова А.А.,Датчики,Датчик D-17,1,0.07,16831,10619,4,нет проблемы,13,0
13323,2026-04-30,C01163,Казань,телефон,Петров М.С.,Фильтры,Фильтр F-30,2,0.05,48564,34411,4,нет проблемы,12,0
